ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
1438,B,Ship,4,3,153,3,medium,M,2,1095
10054,B,Ship,3,4,270,3,medium,F,10,5417
6036,F,Flight,5,2,130,4,medium,F,1,1877
1022,F,Ship,3,1,226,2,low,M,18,2319
3111,A,Ship,4,4,146,4,low,M,12,1899
8423,C,Ship,5,2,208,3,low,M,6,4744
3420,F,Road,5,5,158,3,medium,M,7,5559
5353,D,Flight,5,4,235,2,medium,M,9,5549
8552,F,Ship,6,3,287,4,low,M,3,1824
3760,B,Ship,2,3,230,3,low,F,4,5127
8874,F,Ship,$7,1,307,4,low,M,2,1983
10265,C,Road,3,4,136,3,low,F,4,5368
6784,B,Ship,5,2,249,3,low,M,9,5978
2382,F,Ship,3,5,119,3,medium,M,7,1021
9540,F,Ship,5,4,275,2,medium,M,7,5292
7167,A,Ship,5,4,261,5,low,M,2,1409
5238,F,Ship,3,1,176,3,low,F,7,4276
357,A,Ship,3,4,198,2,low,M,25,2774
9934,B,Ship,5,5,235,5,low,M,4,1758
3367,D,Ship,5,4,273,3,medium,F,2,5672
2902,B,Ship,4,1,216,4,low,M,4,2263
8908,B,Flight,2,2,310,3,low,M,1,1549
10639,D,Ship,4,3,163,4,medium,M,5,5593
5602,B,Road,4,3,138,3,high,M,2,5358
5913,A,Ship,5,1,193,4,medium,F,10,5280
1356,F,Road,3,4,218,3,medium,F,4,3534
2900,F,Ship,3,2,175,2,medium,F,12,1817
629,C,Ship,6,1,104,4,medium,F,23,1442
815,C,Road,4,4,161,3,high,F,59,1165
4156,B,Ship,5,3,188,2,low,M,6,4840
8201,C,Road,3,3,169,3,low,F,7,5976
1044,F,Ship,4,2,251,2,low,M,53,2673
1408,B,Ship,4,4,185,3,low,M,13,2080
4305,A,Ship,4,4,163,2,low,F,9,4720
10684,B,Flight,3,3,176,8,medium,M,10,4376
7845,A,Ship,3,5,192,2,low,F,7,5069
9814,B,Ship,5,1,229,4,medium,M,1,4584
7317,A,Ship,5,1,241,3,low,F,7,5134
3320,F,Ship,4,4,159,2,medium,F,6,5221
2998,B,Road,4,2,185,4,medium,F,36,2583
5674,B,Ship,3,1,175,3,medium,F,9,5797
6500,F,Ship,6,1,287,4,medium,F,1,1581
5778,F,Ship,6,5,304,4,low,M,8,1755
1328,F,Ship,4,5,113,6,medium,M,25,1538
7165,D,Ship,5,4,225,5,low,M,7,1476
30,F,Ship,5,4,183,2,low,F,36,3819
1733,C,Ship,4,3,139,3,medium,F,47,1323
6314,F,Flight,4,4,256,5,low,M,9,1622
6136,B,Ship,4,3,162,3,low,M,4,5913
847,D,Ship,4,4,140,3,medium,M,11,1911
9213,A,Ship,4,5,188,3,medium,M,8,4125
2263,D,Ship,3,3,114,6,low,F,26,1825
2604,F,Flight,4,5,194,2,high,M,44,2651
6392,F,Ship,3,2,239,3,low,F,10,4486
2124,F,Ship,3,2,238,2,low,F,29,3728
1117,D,Ship,4,2,182,3,low,M,58,3943
105,A,Ship,3,3,218,3,low,M,3,2255
9685,D,Ship,6,1,303,4,low,F,9,1080
2261,C,Ship,3,2,208,4,medium,M,52,2900
2588,F,Road,5,4,211,6,low,M,33,3955
6689,C,Road,3,1,236,6,medium,F,10,4858
7618,B,Ship,5,1,256,4,medium,F,5,4970
4105,D,Road,4,4,186,2,low,F,1,4519
836,F,Flight,3,5,218,4,medium,M,60,3048
1218,F,Road,4,3,135,2,medium,F,37,1597
10975,D,Flight,5,2,219,5,low,F,9,1505
924,F,Ship,3,3,265,4,low,M,47,2557
5254,B,Ship,6,4,275,4,low,M,10,1266
4455,A,Ship,3,1,171,2,medium,F,7,4010
1643,C,Flight,5,3,259,3,low,F,45,3335
2356,B,Ship,4,3,228,4,low,M,61,3583
5288,F,Ship,4,1,268,3,medium,M,6,4681
8629,D,Flight,5,5,225,5,low,M,7,1168
6476,F,Ship,3,2,270,6,medium,F,10,4725
10152,F,Flight,5,4,235,5,low,F,8,1549
9730,B,Flight,4,1,154,4,medium,M,1,5480
1187,C,Ship,4,4,135,10,medium,F,57,1361
7300,B,Ship,5,4,250,4,low,M,2,4183
6785,C,Ship,3,1,220,3,medium,F,6,5319
9900,F,Ship,3,1,109,6,low,F,6,5457
905,C,Ship,5,5,236,3,medium,F,62,3365
7196,F,Ship,6,1,306,4,medium,M,8,1378
656,F,Ship,2,3,264,2,low,F,63,2896
2833,D,Ship,2,2,168,5,medium,F,1,1885
1065,A,Ship,3,2,147,4,low,M,13,1657
2392,B,Ship,3,1,200,2,low,F,44,2651
10655,C,Ship,5,1,251,4,low,M,1,5011
773,C,Ship,3,5,193,3,low,F,47,3523
5030,F,Ship,6,5,294,4,medium,F,2,1273
10705,D,Ship,5,1,257,5,medium,M,1,1619
2774,F,Ship,5,5,171,3,high,M,14,1554
2791,D,Ship,2,5,282,5,low,M,63,1173
1571,C,Ship,3,3,201,4,medium,M,7,2299
2711,C,Ship,3,1,181,3,medium,M,29,2981
35,C,Ship,4,2,227,4,medium,F,22,2460
6046,B,Ship,6,2,286,4,low,F,4,1594
3228,F,Ship,3,3,205,3,low,M,10,5714
1914,F,Flight,4,3,246,2,low,M,60,2086
8912,F,Flight,6,5,243,4,low,F,6,1898
9088,B,Ship,3,3,250,3,low,M,9,4993
3492,F,Ship,4,2,223,3,medium,M,3,5121
7976,F,Ship,4,3,97,6,low,F,4,4375
1574,F,Ship,5,3,156,3,medium,M,58,1218
9997,D,Flight,3,1,265,3,medium,F,10,4244
688,B,Flight,4,5,273,2,high,M,63,3516
5704,B,Ship,5,5,248,2,low,M,4,5587
4888,B,Ship,5,2,225,4,low,M,1,4328
8535,A,Ship,4,3,134,4,low,F,5,4507
9893,C,Ship,4,1,171,2,medium,F,10,4536
2327,C,Flight,2,5,202,3,low,M,50,2587
8675,C,Ship,4,5,148,3,medium,F,5,5216
4765,D,Ship,3,4,191,2,medium,M,8,5667
763,D,Ship,6,5,176,4,medium,M,31,1262
10694,F,Flight,4,3,261,10,low,F,6,4347
10084,B,Ship,5,1,233,3,low,F,6,5560
5319,A,Road,6,4,143,4,medium,M,4,4401
3562,B,Flight,3,3,121,2,low,M,10,5130
10939,D,Road,4,2,255,5,medium,M,2,1186
6233,C,Ship,3,3,146,3,medium,F,4,5384
933,A,Road,3,5,242,3,medium,F,3,2268
4631,C,Ship,5,2,230,2,medium,M,9,4483
9524,F,Ship,3,3,222,4,low,F,6,5284
3620,F,Ship,3,1,210,2,low,M,9,4580
235,D,Ship,2,1,139,3,low,F,39,1582
10058,F,Ship,4,2,210,2,medium,F,1,5437
10111,D,Ship,5,4,196,2,medium,M,2,5515
1921,D,Flight,4,5,232,2,low,F,21,3128
10453,D,Ship,5,5,234,5,medium,M,9,1812
2430,F,Ship,3,2,143,3,low,F,58,1785
1111,D,Flight,5,1,196,3,medium,M,24,2957
5348,F,Flight,4,5,260,3,high,M,10,4919
5889,A,Flight,5,2,162,4,medium,M,7,5477
5226,F,Ship,5,1,171,5,medium,F,2,5921
10838,F,Flight,3,4,212,2,low,M,7,4742
1894,B,Road,4,3,190,10,low,M,34,3935
9537,A,Ship,3,2,222,4,medium,M,10,5720
8954,F,Ship,2,2,98,5,medium,M,10,4368
9060,F,Ship,3,2,199,3,medium,F,10,5768
3373,D,Ship,3,2,234,4,high,F,7,4568
6717,A,Flight,3,5,260,3,medium,M,7,5379
264,F,Road,3,2,226,2,medium,M,45,1446
2520,F,Ship,2,4,223,3,medium,F,19,3356
5706,F,Ship,4,5,164,3,high,M,3,4454
6996,F,Flight,4,1,267,2,medium,M,9,5230
10437,A,Ship,5,4,171,3,low,F,1,5011
2399,C,Ship,6,3,195,2,medium,M,21,3869
8677,D,Ship,3,1,207,4,low,F,9,5889
5429,C,Ship,5,2,121,5,medium,F,10,4790
10460,F,Ship,2,3,277,3,medium,F,1,1738
2485,D,Ship,3,5,266,3,medium,M,16,2334
911,C,Ship,4,2,274,10,medium,F,29,2949
4554,F,Ship,6,3,244,4,low,F,5,1668
3145,D,Road,4,5,139,3,low,M,5,5335
7427,C,Ship,2,3,130,4,medium,M,10,4363
9693,A,Ship,6,4,292,4,medium,M,5,1793
5369,C,Ship,3,4,175,2,medium,M,9,5643
3957,A,Road,3,1,157,3,medium,M,1,4391
2927,C,Ship,3,1,269,3,low,M,47,3033
8530,B,Ship,4,5,253,3,low,F,9,4205
1368,F,Flight,5,3,165,2,medium,M,51,1429
148,B,Flight,4,3,146,4,medium,F,24,1844
6465,A,Ship,5,4,216,3,medium,F,2,5404
4444,B,Ship,3,2,256,2,medium,F,9,4228
5512,B,Ship,6,2,309,4,low,M,7,1941
1712,F,Ship,2,5,206,3,low,F,46,2944
9514,B,Ship,3,3,249,4,low,M,7,5868
1378,B,Flight,4,3,258,2,high,M,11,2252
2657,C,Ship,3,1,181,3,medium,M,34,3306
719,C,Ship,4,5,187,2,low,M,44,3218
6569,C,Road,6,2,308,5,medium,F,6,1118
191,C,Ship,2,5,130,3,low,M,16,1092
8179,D,Ship,5,3,210,3,low,M,5,4560
7195,D,Ship,5,1,243,5,low,M,3,1066
4650,F,Road,4,1,206,3,low,F,4,4745
251,C,Road,2,3,155,3,low,F,45,1639
1741,D,Ship,4,3,210,3,medium,M,11,2655
2586,F,Road,4,5,246,2,medium,M,31,2415
464,F,Ship,4,2,186,7,medium,F,40,3111
3734,F,Ship,5,5,228,5,low,F,6,4506
9539,C,Ship,3,2,212,3,medium,M,10,4117
10625,C,Ship,4,1,258,3,medium,M,10,5916
6179,C,Flight,6,3,275,6,low,M,4,4875
5307,A,Ship,4,4,252,3,medium,M,1,5676
824,F,Flight,5,3,178,2,medium,F,60,1830
3293,C,Flight,2,4,139,4,high,M,3,5041
872,F,Ship,4,2,208,3,high,M,17,2777
6686,F,Ship,3,3,243,2,low,M,3,4675
7130,F,Flight,2,4,264,3,medium,F,6,4025
3095,C,Ship,4,4,243,3,low,F,36,2111
1125,A,Ship,4,4,140,4,medium,F,46,1442
7630,B,Ship,4,1,270,3,low,F,6,5212
5210,F,Flight,4,5,263,3,medium,F,6,5445
5015,C,Ship,6,2,254,4,low,M,4,1392
1397,C,Ship,6,3,135,5,low,F,20,1266
6467,C,Ship,5,3,230,4,medium,M,4,5278
578,F,Ship,3,2,210,3,medium,F,43,2096
932,F,Ship,3,2,135,3,low,M,27,1898
1243,D,Flight,4,1,250,2,medium,M,45,3021
6411,A,Ship,3,3,220,3,high,F,6,5269
2199,A,Flight,4,2,150,3,low,F,48,1193
4845,A,Ship,5,3,263,2,low,M,3,4474
644,F,Ship,4,3,197,4,medium,M,58,3617
3666,F,Ship,2,5,135,6,medium,F,9,5777
10154,F,Flight,6,3,254,5,medium,F,7,1615
8017,D,Ship,6,5,264,4,medium,M,8,1755
9077,C,Ship,3,2,209,3,medium,M,5,4999
2823,A,Ship,5,5,134,2,medium,M,64,1785
5831,C,Ship,3,1,133,3,medium,M,8,4634
2822,F,Ship,3,1,141,2,low,F,4,1297
3533,C,Ship,4,4,218,4,low,M,6,4377
5405,C,Ship,4,3,190,4,medium,M,4,4102
10763,C,Ship,5,2,253,5,medium,M,6,1326
819,A,Flight,3,4,262,2,low,M,15,3287
1932,F,Flight,4,1,210,2,medium,F,7,3405
547,D,Flight,5,5,147,4,high,F,42,1642
9634,B,Ship,2,4,181,5,medium,F,9,1368
3172,B,Ship,3,2,136,2,high,F,6,4002
4054,B,Ship,3,5,273,10,medium,F,5,4608
3848,F,Flight,4,3,206,4,low,M,1,4596
2208,F,Flight,3,3,160,2,medium,F,32,1718
8507,C,Flight,3,2,229,3,medium,M,9,4491
7228,B,Ship,5,5,149,3,medium,M,9,5979
6752,F,Ship,3,5,109,2,high,M,2,5978
7836,F,Ship,3,5,139,2,low,F,6,5181
3332,F,Ship,4,4,216,2,medium,M,2,5840
9360,F,Ship,4,5,274,5,low,M,7,1225
1263,A,Ship,3,3,187,3,low,F,63,2481
3593,C,Ship,3,2,263,3,medium,M,8,5447
6418,B,Road,3,1,233,3,medium,M,7,5331
2562,F,Ship,5,2,133,10,medium,M,53,1674
704,F,Ship,4,2,259,3,low,F,47,3764
10139,C,Flight,6,2,284,4,low,F,7,1181
467,C,Ship,3,5,226,2,medium,F,2,1043
2936,F,Ship,4,4,170,3,low,M,29,1188
5151,A,Ship,4,1,241,4,medium,M,5,5080
4223,C,Road,5,4,168,4,medium,M,5,5580
10890,F,Ship,5,5,243,2,medium,F,5,4709
2400,F,Ship,6,2,276,6,medium,M,7,2437
5825,C,Ship,3,4,267,3,high,F,2,5204
3643,D,Ship,4,4,205,4,low,F,6,5064
9589,D,Flight,2,1,181,4,low,F,2,4747
899,C,Ship,3,5,242,3,medium,M,19,3753
10781,C,Ship,4,4,234,5,low,M,7,1871
6203,C,Ship,4,2,252,3,medium,M,8,4262
4331,C,Ship,5,2,168,4,low,M,10,5373
9750,F,Ship,3,5,147,2,medium,M,6,4350
4559,C,Ship,5,1,252,4,medium,M,4,1837
2467,D,Flight,6,1,126,3,medium,F,37,1697
7710,F,Ship,5,3,242,5,medium,F,5,1820
8538,F,Ship,3,4,251,10,medium,F,2,4336
8714,F,Ship,4,3,164,4,medium,M,1,4257
8560,B,Ship,5,1,236,5,medium,F,3,1699
9478,B,Ship,4,4,181,3,medium,F,9,4425
3729,A,Ship,5,2,181,3,low,M,7,5875
7694,F,Ship,5,1,216,10,medium,F,2,5672
2778,F,Ship,3,4,214,8,high,F,6,2924
7329,A,Ship,4,3,183,2,medium,F,8,5690
5523,A,Ship,4,2,133,3,low,M,2,1212
6119,C,Ship,2,2,227,4,medium,M,6,4104
1634,F,Road,5,2,266,7,low,F,12,2056
8581,D,Ship,4,2,233,4,high,F,6,5256
5085,A,Flight,4,5,133,3,medium,M,4,5180
2098,B,Ship,5,4,214,3,low,M,52,3403
540,F,Road,4,4,266,4,medium,F,33,2701
7397,C,Flight,4,2,239,5,low,F,10,1429
2045,C,Road,3,5,109,5,low,M,27,1581
10800,F,Road,4,3,245,6,medium,M,2,1727
7807,D,Flight,4,2,219,4,high,F,2,4422
5768,F,Flight,5,4,259,5,low,F,2,1627
5073,A,Flight,5,1,262,2,high,M,9,5008
6300,F,Flight,5,5,258,5,medium,M,7,1819
9477,A,Ship,3,3,133,3,low,F,2,4926
2506,B,Ship,3,4,138,6,medium,M,5,1853
4753,D,Ship,3,4,272,8,high,F,10,4070
942,F,Road,5,4,165,2,high,M,46,1482
2235,A,Ship,4,5,168,3,low,F,4,1363
5956,B,Ship,3,4,153,3,medium,F,9,5474
8328,F,Ship,6,4,287,4,low,F,5,1972
1593,A,Ship,4,5,156,3,low,F,2,1127
3176,F,Ship,2,3,134,3,low,M,6,4444
192,F,Ship,2,5,133,3,low,F,62,1596
7837,D,Ship,3,4,232,2,low,F,8,5629
8511,A,Flight,3,1,166,2,low,F,7,4375
6102,F,Ship,4,2,195,3,medium,M,8,5198
10692,F,Flight,3,4,223,10,low,F,9,4337
104,F,Ship,5,1,144,4,low,M,37,1658
10736,F,Ship,4,4,229,6,medium,F,8,1175
449,C,Ship,3,1,183,3,low,M,19,3018
9720,F,Road,5,2,152,3,low,F,4,4770
5134,B,Ship,4,5,261,3,high,M,3,4885
5827,D,Ship,3,3,153,3,low,M,8,5487
6529,D,Ship,4,5,186,7,medium,F,1,4357
328,B,Ship,4,4,233,4,medium,F,59,2358
9495,A,Ship,4,5,199,4,medium,M,1,5585
5465,C,Road,$7,5,283,5,low,M,8,1578
8582,F,Ship,4,4,243,5,medium,M,10,4356
7811,C,Flight,4,3,262,4,high,F,2,4783
6497,C,Ship,6,2,261,4,medium,M,8,1891
10568,F,Ship,3,5,233,4,low,F,9,4541
6983,C,Flight,3,3,136,2,medium,M,10,5749
6675,A,Ship,3,3,253,3,medium,M,5,4754
4633,D,Road,3,4,202,5,high,M,5,4632
3567,A,Flight,4,5,222,3,low,F,5,5584
7934,F,Road,4,1,272,2,low,F,8,5328
1210,B,Road,5,1,238,3,low,M,32,3832
8281,D,Ship,5,4,266,3,low,M,2,5260
7556,F,Ship,3,4,235,2,medium,M,7,4013
3327,A,Ship,4,2,156,3,low,M,3,5923
8878,B,Ship,6,5,269,4,medium,F,7,1249
7092,F,Ship,4,3,169,6,medium,F,2,5607
3936,F,Ship,3,1,139,2,medium,M,3,4226
9966,F,Ship,6,3,280,4,low,M,2,1753
7997,C,Ship,5,3,262,5,low,F,8,1493
2144,F,Ship,3,1,154,2,medium,F,56,1300
3234,F,Ship,2,5,159,3,low,M,5,4190
4562,F,Ship,5,3,227,4,low,F,10,1317
1847,C,Ship,3,5,241,10,medium,F,31,2724
4123,D,Flight,4,1,218,2,low,M,7,4597
7776,F,Ship,4,5,239,3,medium,M,1,5482
2089,D,Ship,3,5,156,4,medium,F,26,1769
1745,C,Ship,3,1,234,3,high,F,60,2596
917,C,Ship,5,5,261,8,medium,M,39,2103
9363,A,Ship,6,1,264,4,low,M,9,1243
4067,C,Ship,3,5,150,2,medium,M,10,5944
883,D,Ship,3,4,169,2,low,M,17,1242
10143,A,Flight,6,5,267,4,low,M,3,1550
9963,A,Ship,4,2,255,5,low,F,7,1378
4811,C,Flight,6,4,243,4,low,M,9,1353
7885,D,Ship,3,1,222,3,low,M,1,5362
1961,C,Ship,3,3,207,3,low,F,62,3277
2580,F,Road,4,2,128,5,low,F,28,1247
6791,C,Ship,4,4,201,10,low,M,3,4202
2159,C,Ship,4,2,157,2,medium,M,15,1724
7260,F,Flight,4,4,258,2,medium,F,5,4363
5569,D,Ship,4,1,211,3,high,M,5,5757
4991,C,Ship,2,3,198,2,medium,F,6,1996
3012,F,Flight,4,5,157,4,medium,F,12,1038
7050,F,Ship,3,4,261,2,low,F,1,5844
3774,F,Ship,3,3,172,6,medium,F,5,5366
4095,A,Road,6,1,192,6,medium,M,7,4014
3114,F,Ship,2,5,151,3,low,M,34,1652
6743,C,Ship,4,2,200,3,medium,M,7,4323
6851,C,Flight,3,3,180,7,medium,F,4,5068
1327,D,Ship,3,1,255,5,low,F,1,2713
10052,F,Ship,6,1,113,2,medium,F,7,5234
140,F,Flight,5,1,237,2,low,F,10,3860
7060,B,Ship,3,4,238,2,low,M,3,4723
7795,D,Road,4,2,209,2,medium,M,3,5607
6110,F,Ship,4,5,216,2,low,F,8,5767
1925,C,Flight,3,3,219,2,low,F,41,3932
1239,A,Flight,3,5,183,3,medium,F,44,3158
9513,A,Ship,4,5,102,5,low,F,3,5767
3948,F,Road,4,2,202,3,low,M,9,4955
961,D,Flight,3,4,210,2,low,F,35,2741
4858,B,Ship,4,5,152,3,medium,M,5,5191
10151,C,Flight,4,5,228,5,low,M,2,1996
2546,F,Ship,3,5,183,2,low,F,10,2621
8329,D,Ship,4,2,228,5,low,M,6,1718
489,A,Ship,$7,5,192,3,low,M,46,1550
7748,F,Ship,5,1,262,5,low,F,5,1916
7008,F,Ship,3,2,126,5,low,F,6,4372
4602,F,Ship,4,2,229,2,low,M,9,5026
730,B,Ship,3,1,151,2,low,F,4,1748
10335,A,Ship,4,3,170,4,medium,F,9,4375
7314,F,Ship,4,4,253,2,medium,F,5,5624
4503,A,Road,4,5,148,8,medium,M,6,5700
1013,C,Ship,3,3,205,2,medium,F,54,2427
4285,D,Ship,5,5,165,4,medium,F,3,4242
10350,F,Ship,4,4,185,3,low,F,2,5288
9849,A,Road,3,2,175,2,low,M,9,4859
2469,A,Flight,4,2,148,3,medium,M,2,1805
7642,B,Ship,4,3,252,4,low,M,2,5226
7003,D,Flight,4,1,173,4,low,F,5,5530
7834,B,Ship,3,1,140,2,low,F,8,5253
9064,B,Ship,6,2,225,4,low,M,6,5787
3458,F,Ship,4,5,136,3,low,F,1,4585
1144,B,Ship,3,3,224,2,low,F,37,3220
949,D,Road,3,3,255,2,medium,M,3,2894
1479,A,Ship,3,4,137,3,medium,F,17,1212
4011,A,Ship,2,5,154,3,medium,F,1,4377
2109,A,Ship,4,2,139,3,low,M,29,1365
1191,A,Ship,4,3,262,3,medium,M,46,2904
168,F,Ship,4,5,152,3,low,M,43,1709
5078,F,Flight,3,2,200,4,medium,F,4,4918
755,C,Ship,3,5,205,6,low,F,25,2232
5659,D,Ship,5,1,169,4,medium,M,4,4541
7945,D,Flight,4,1,145,3,low,M,8,5127
1821,A,Ship,4,3,201,2,medium,F,18,3461
564,F,Flight,3,3,229,3,low,M,14,2164
120,F,Road,5,1,145,3,low,M,20,1387
2119,D,Ship,3,2,232,2,low,F,58,2054
3305,C,Flight,5,4,186,2,low,M,3,4213
2441,C,Road,3,3,149,3,low,F,63,1196
6599,C,Ship,4,3,264,5,medium,M,3,1639
3866,F,Ship,3,4,209,3,medium,M,2,4976
10098,F,Ship,4,4,224,4,medium,F,2,4503
6509,C,Ship,5,1,298,4,low,F,4,1853
3814,B,Road,2,5,111,2,low,M,4,4473
6324,F,Ship,3,1,233,3,low,F,7,4874
2754,F,Flight,3,5,245,4,medium,M,4,2769
4191,A,Ship,4,5,175,2,medium,M,4,4910
3599,C,Ship,3,4,183,2,low,M,3,4179
5182,B,Road,4,3,194,3,medium,M,3,5916
24,F,Ship,4,3,211,3,high,M,12,3922
2323,D,Road,3,5,268,4,high,M,19,2893
1590,F,Ship,4,2,199,2,medium,F,4,3351
7745,C,Ship,5,3,243,5,low,F,9,1312
6984,F,Flight,3,3,231,3,medium,F,4,4088
1674,F,Ship,2,1,137,5,medium,F,3,1037
5286,F,Ship,6,2,304,4,low,F,9,1392
306,F,Ship,4,4,249,3,medium,F,36,3769
2635,D,Ship,4,1,273,3,medium,F,25,3717
4975,D,Ship,5,4,131,8,low,M,7,4471
8625,A,Road,5,3,245,5,low,M,8,1471
4372,B,Road,4,1,207,2,medium,M,4,4099
2211,A,Ship,5,1,137,2,low,M,52,1012
2570,F,Ship,5,2,263,2,medium,F,63,1254
9640,B,Ship,5,4,191,3,high,F,7,4435
2238,F,Ship,3,4,139,2,low,M,45,1192
5221,D,Flight,6,3,292,4,low,F,10,1270
1892,F,Road,4,5,238,10,medium,F,44,3860
9744,F,Flight,4,4,146,3,medium,F,6,4672
4948,B,Flight,4,5,142,3,medium,M,2,5692
2726,F,Road,4,3,253,3,high,F,18,2849
9275,C,Ship,4,3,225,2,medium,F,10,5523
8592,F,Ship,4,4,144,8,medium,M,6,4390
4660,B,Flight,5,3,191,2,medium,M,7,5783
4794,F,Flight,2,2,167,2,medium,F,3,5894
10637,C,Ship,5,5,132,3,low,F,2,5552
3130,B,Road,3,4,248,2,medium,F,15,2983
2101,D,Ship,3,1,172,10,high,F,30,1294
5232,F,Ship,3,4,284,10,low,M,5,5479
5894,F,Flight,4,1,260,4,low,M,2,4091
2727,A,Road,2,3,126,4,high,F,3,1364
6539,C,Ship,6,3,251,4,low,M,1,1230
4813,D,Ship,6,4,300,4,low,F,8,1301
794,F,Ship,4,3,257,3,medium,M,5,2489
6721,D,Flight,2,1,203,3,medium,M,6,4234
6886,B,Ship,4,3,245,6,low,F,3,1155
10267,D,Road,3,4,138,5,medium,F,5,5690
1707,A,Ship,4,4,147,5,medium,F,33,1886
1412,F,Ship,3,2,240,6,low,F,26,2683
7258,B,Flight,5,5,239,3,medium,M,8,4975
78,F,Ship,3,3,113,3,low,F,43,1518
8376,F,Ship,5,2,224,2,medium,M,8,4047
7229,C,Ship,3,5,268,2,low,F,4,5909
3470,F,Ship,4,3,173,3,low,F,7,4810
5494,B,Flight,3,5,256,2,medium,F,4,5368
1928,F,Flight,5,2,151,3,medium,M,20,1395
2093,C,Ship,5,4,178,7,medium,M,52,1824
1503,A,Flight,3,4,135,3,low,M,11,1740
483,A,Ship,3,3,220,7,low,M,25,2141
8196,F,Road,3,5,147,3,medium,M,5,5357
8848,B,Ship,4,3,224,3,medium,F,6,5054
6999,A,Flight,5,5,222,3,medium,M,5,4949
7522,B,Road,2,2,247,3,medium,F,9,4284
6994,B,Flight,5,5,256,3,medium,F,6,4145
6265,D,Ship,6,4,244,4,medium,F,1,1179
7670,F,Flight,4,1,263,5,low,F,8,1257
1842,F,Ship,3,4,136,2,medium,F,54,1056
10002,F,Flight,6,4,224,5,medium,M,10,5602
416,F,Flight,3,2,115,3,low,F,27,1814
10326,F,Ship,3,2,188,5,medium,M,7,5673
8573,C,Ship,4,4,234,2,medium,F,8,5744
4946,F,Flight,5,1,240,3,high,M,10,5277
6374,F,Ship,3,5,206,3,low,F,6,4620
8191,D,Ship,3,3,231,3,medium,F,9,4623
8125,D,Ship,4,5,275,6,low,M,3,5008
8703,A,Ship,4,3,228,3,medium,F,1,5408
8946,F,Ship,4,1,171,2,medium,F,1,5717
4362,F,Road,5,1,172,5,medium,F,1,4730
8816,F,Ship,4,4,268,3,low,F,9,4118
6184,B,Ship,5,3,182,2,low,M,4,5579
9181,D,Flight,$7,3,302,4,medium,F,7,1915
3365,C,Ship,2,1,180,3,low,M,2,4615
3736,B,Ship,6,1,170,3,low,F,10,4858
10689,A,Flight,2,2,237,5,low,M,8,4461
8917,D,Flight,4,3,246,5,medium,M,10,1646
308,F,Ship,3,3,163,3,medium,M,9,1257
290,F,Flight,4,2,172,3,medium,F,59,1858
7749,A,Ship,4,2,270,5,medium,M,9,1167
8482,B,Road,3,2,227,2,low,M,10,5401
3718,B,Ship,3,5,274,3,low,F,3,5156
749,C,Ship,3,2,182,3,medium,F,39,3828
9732,F,Flight,5,5,173,2,low,M,7,4716
8087,C,Flight,4,4,174,3,low,M,8,4348
10062,F,Ship,3,1,189,3,low,M,1,4886
5219,C,Flight,6,3,274,4,low,M,2,1833
2284,B,Ship,6,5,174,3,medium,F,32,1921
8058,F,Road,4,3,136,3,low,M,6,4911
8469,A,Road,4,1,228,3,low,F,9,4678
6953,C,Ship,5,3,135,3,high,M,4,5858
4456,B,Ship,5,1,224,2,medium,M,4,5063
3672,F,Ship,4,4,245,4,medium,M,4,5203
6722,F,Flight,4,2,180,4,medium,M,9,4329
9253,D,Ship,3,4,257,4,medium,F,8,4780
7059,A,Ship,3,4,226,2,medium,F,1,5460
7569,A,Ship,3,3,202,4,low,F,3,4003
10100,F,Ship,3,2,133,3,medium,M,10,5803
4221,A,Road,4,5,204,3,medium,F,4,5476
10765,D,Ship,5,1,235,5,low,M,4,1259
472,B,Ship,4,3,244,3,medium,M,8,3318
9864,F,Flight,5,2,211,3,medium,F,8,4962
809,C,Road,4,5,163,5,low,M,24,1658
10025,C,Ship,5,1,258,3,medium,M,7,4466
5352,F,Flight,5,2,254,5,medium,F,2,5655
2534,F,Ship,3,4,229,3,medium,F,46,3223
10373,C,Ship,3,3,257,2,medium,M,5,4681
4102,B,Road,3,5,181,3,medium,M,9,4191
7547,C,Flight,5,5,171,3,medium,F,6,4209
7367,C,Ship,5,3,251,3,medium,F,8,4228
6349,D,Ship,6,5,250,2,low,F,7,4724
4803,A,Flight,6,2,290,4,medium,F,9,1339
10257,A,Road,2,2,163,3,low,M,5,5887
5686,B,Ship,4,3,235,6,medium,M,2,4689
8065,D,Road,4,4,271,6,high,M,3,5204
4597,D,Ship,5,4,270,3,medium,M,9,4992
7189,D,Ship,5,5,275,6,low,M,1,1507
7052,F,Ship,3,5,222,5,medium,M,2,4027
273,A,Flight,4,5,148,2,medium,F,43,1087
3246,F,Ship,3,4,136,3,medium,M,2,4524
1303,D,Ship,4,1,152,3,medium,F,65,1706
8951,C,Ship,5,4,208,2,low,M,9,4569
6028,B,Flight,4,1,245,5,medium,F,8,1923
9853,D,Road,3,2,217,3,high,M,7,5910
2550,F,Ship,3,3,176,2,medium,M,34,1856
6914,F,Ship,5,5,256,5,medium,M,2,1693
6813,A,Ship,6,3,289,4,high,F,5,1708
135,A,Flight,3,3,168,2,medium,F,1,1829
2344,B,Flight,4,2,167,2,low,F,5,1169
